iteration,point_index,petal_length,petal_width,assigned_cluster,center_0_x,center_0_y,center_1_x,center_1_y,center_2_x,center_2_y
0,0,1.4,0.2,1,5.8,2.2,1.4,0.3,4.5,1.5
0,1,1.4,0.2,1,5.8,2.2,1.4,0.3,4.5,1.5
0,2,1.3,0.2,1,5.8,2.2,1.4,0.3,4.5,1.5
0,3,1.5,0.2,1,5.8,2.2,1.4,0.3,4.5,1.5
0,4,1.4,0.2,1,5.8,2.2,1.4,0.3,4.5,1.5
0,5,1.7,0.4,1,5.8,2.2,1.4,0.3,4.5,1.5
0,6,1.4,0.3,1,5.8,2.2,1.4,0.3,4.5,1.5
0,7,1.5,0.2,1,5.8,2.2,1.4,0.3,4.5,1.5
0,8,1.4,0.2,1,5.8,2.2,1.4,0.3,4.5,1.5
0,9,1.5,0.1,1,5.8,2.2,1.4,0.3,4.5,1.5
0,10,1.5,0.2,1,5.8,2.2,1.4,0.3,4.5,1.5
0,11,1.6,0.2,1,5.8,2.2,1.4,0.3,4.5,1.5
0,12,1.4,0.1,1,5.8,2.2,1.4,0.3,4.5,1.5
0,13,1.1,0.1,1,5.8,2.2,1.4,0.3,4.5,1.5
0,14,1.2,0.2,1,5.8,2.2,1.4,0.3,4.5,1.5
0,15,1.5,0.4,1,5.8,2.2,1.4,0.3,4.5,1.5
0,16,1.3,0.4,1,5.8,2.2,1.4,0.3,4.5,1.5
0,17,1.4,0.3,1,5.8,2.2,1.4,0.3,4.5,1.5
0,18,1.7,0.3,1,5.8,2.2,1.4,0.3,4.5,1.5
0,19,1.5,0.3,1,5.8,2.2,1.4,0.3,4.5,1.5
0,20,1.7,0.2,1,5.8,2.2,1.4,0.3,4.5,1.5
0,21,1.5,0.4,1,5.8,2.2,1.4,0.3,4.5,1.5
0,22,1.0,0.2,1,5.8,2.2,1.4,0.3,4.5,1.5
0,23,1.7,0.5,1,5.8,2.2,1.4,0.3,4.5,1.5
0,24,1.9,0.2,1,5.8,2.2,1.4,0.3,4.5,1.5
0,25,1.6,0.2,1,5.8,2.2,1.4,0.3,4.5,1.5
0,26,1.6,0.4,1,5.8,2.2,1.4,0.3,4.5,1.5
0,27,1.5,0.2,1,5.8,2.2,1.4,0.3,4.5,1.5
0,28,1.4,0.2,1,5.8,2.2,1.4,0.3,4.5,1.5
0,29,1.6,0.2,1,5.8,2.2,1.4,0.3,4.5,1.5
0,30,1.6,0.2,1,5.8,2.2,1.4,0.3,4.5,1.5
0,31,1.5,0.4,1,5.8,2.2,1.4,0.3,4.5,1.5
0,32,1.5,0.1,1,5.8,2.2,1.4,0.3,4.5,1.5
0,33,1.4,0.2,1,5.8,2.2,1.4,0.3,4.5,1.5
0,34,1.5,0.2,1,5.8,2.2,1.4,0.3,4.5,1.5
0,35,1.2,0.2,1,5.8,2.2,1.4,0.3,4.5,1.5
0,36,1.3,0.2,1,5.8,2.2,1.4,0.3,4.5,1.5
0,37,1.4,0.1,1,5.8,2.2,1.4,0.3,4.5,1.5
0,38,1.3,0.2,1,5.8,2.2,1.4,0.3,4.5,1.5
0,39,1.5,0.2,1,5.8,2.2,1.4,0.3,4.5,1.5
0,40,1.3,0.3,1,5.8,2.2,1.4,0.3,4.5,1.5
0,41,1.3,0.3,1,5.8,2.2,1.4,0.3,4.5,1.5
0,42,1.3,0.2,1,5.8,2.2,1.4,0.3,4.5,1.5
0,43,1.6,0.6,1,5.8,2.2,1.4,0.3,4.5,1.5
0,44,1.9,0.4,1,5.8,2.2,1.4,0.3,4.5,1.5
0,45,1.4,0.3,1,5.8,2.2,1.4,0.3,4.5,1.5
0,46,1.6,0.2,1,5.8,2.2,1.4,0.3,4.5,1.5
0,47,1.4,0.2,1,5.8,2.2,1.4,0.3,4.5,1.5
0,48,1.5,0.2,1,5.8,2.2,1.4,0.3,4.5,1.5
0,49,1.4,0.2,1,5.8,2.2,1.4,0.3,4.5,1.5
0,50,4.7,1.4,2,5.8,2.2,1.4,0.3,4.5,1.5
0,51,4.5,1.5,2,5.8,2.2,1.4,0.3,4.5,1.5
0,52,4.9,1.5,2,5.8,2.2,1.4,0.3,4.5,1.5
0,53,4.0,1.3,2,5.8,2.2,1.4,0.3,4.5,1.5
0,54,4.6,1.5,2,5.8,2.2,1.4,0.3,4.5,1.5
0,55,4.5,1.3,2,5.8,2.2,1.4,0.3,4.5,1.5
0,56,4.7,1.6,2,5.8,2.2,1.4,0.3,4.5,1.5
0,57,3.3,1.0,2,5.8,2.2,1.4,0.3,4.5,1.5
0,58,4.6,1.3,2,5.8,2.2,1.4,0.3,4.5,1.5
0,59,3.9,1.4,2,5.8,2.2,1.4,0.3,4.5,1.5
0,60,3.5,1.0,2,5.8,2.2,1.4,0.3,4.5,1.5
0,61,4.2,1.5,2,5.8,2.2,1.4,0.3,4.5,1.5
0,62,4.0,1.0,2,5.8,2.2,1.4,0.3,4.5,1.5
0,63,4.7,1.4,2,5.8,2.2,1.4,0.3,4.5,1.5
0,64,3.6,1.3,2,5.8,2.2,1.4,0.3,4.5,1.5
0,65,4.4,1.4,2,5.8,2.2,1.4,0.3,4.5,1.5
0,66,4.5,1.5,2,5.8,2.2,1.4,0.3,4.5,1.5
0,67,4.1,1.0,2,5.8,2.2,1.4,0.3,4.5,1.5
0,68,4.5,1.5,2,5.8,2.2,1.4,0.3,4.5,1.5
0,69,3.9,1.1,2,5.8,2.2,1.4,0.3,4.5,1.5
0,70,4.8,1.8,2,5.8,2.2,1.4,0.3,4.5,1.5
0,71,4.0,1.3,2,5.8,2.2,1.4,0.3,4.5,1.5
0,72,4.9,1.5,2,5.8,2.2,1.4,0.3,4.5,1.5
0,73,4.7,1.2,2,5.8,2.2,1.4,0.3,4.5,1.5
0,74,4.3,1.3,2,5.8,2.2,1.4,0.3,4.5,1.5
0,75,4.4,1.4,2,5.8,2.2,1.4,0.3,4.5,1.5
0,76,4.8,1.4,2,5.8,2.2,1.4,0.3,4.5,1.5
0,77,5.0,1.7,2,5.8,2.2,1.4,0.3,4.5,1.5
0,78,4.5,1.5,2,5.8,2.2,1.4,0.3,4.5,1.5
0,79,3.5,1.0,2,5.8,2.2,1.4,0.3,4.5,1.5
0,80,3.8,1.1,2,5.8,2.2,1.4,0.3,4.5,1.5
0,81,3.7,1.0,2,5.8,2.2,1.4,0.3,4.5,1.5
0,82,3.9,1.2,2,5.8,2.2,1.4,0.3,4.5,1.5
0,83,5.1,1.6,2,5.8,2.2,1.4,0.3,4.5,1.5
0,84,4.5,1.5,2,5.8,2.2,1.4,0.3,4.5,1.5
0,85,4.5,1.6,2,5.8,2.2,1.4,0.3,4.5,1.5
0,86,4.7,1.5,2,5.8,2.2,1.4,0.3,4.5,1.5
0,87,4.4,1.3,2,5.8,2.2,1.4,0.3,4.5,1.5
0,88,4.1,1.3,2,5.8,2.2,1.4,0.3,4.5,1.5
0,89,4.0,1.3,2,5.8,2.2,1.4,0.3,4.5,1.5
0,90,4.4,1.2,2,5.8,2.2,1.4,0.3,4.5,1.5
0,91,4.6,1.4,2,5.8,2.2,1.4,0.3,4.5,1.5
0,92,4.0,1.2,2,5.8,2.2,1.4,0.3,4.5,1.5
0,93,3.3,1.0,2,5.8,2.2,1.4,0.3,4.5,1.5
0,94,4.2,1.3,2,5.8,2.2,1.4,0.3,4.5,1.5
0,95,4.2,1.2,2,5.8,2.2,1.4,0.3,4.5,1.5
0,96,4.2,1.3,2,5.8,2.2,1.4,0.3,4.5,1.5
0,97,4.3,1.3,2,5.8,2.2,1.4,0.3,4.5,1.5
0,98,3.0,1.1,2,5.8,2.2,1.4,0.3,4.5,1.5
0,99,4.1,1.3,2,5.8,2.2,1.4,0.3,4.5,1.5
0,100,6.0,2.5,0,5.8,2.2,1.4,0.3,4.5,1.5
0,101,5.1,1.9,2,5.8,2.2,1.4,0.3,4.5,1.5
0,102,5.9,2.1,0,5.8,2.2,1.4,0.3,4.5,1.5
0,103,5.6,1.8,0,5.8,2.2,1.4,0.3,4.5,1.5
0,104,5.8,2.2,0,5.8,2.2,1.4,0.3,4.5,1.5
0,105,6.6,2.1,0,5.8,2.2,1.4,0.3,4.5,1.5
0,106,4.5,1.7,2,5.8,2.2,1.4,0.3,4.5,1.5
0,107,6.3,1.8,0,5.8,2.2,1.4,0.3,4.5,1.5
0,108,5.8,1.8,0,5.8,2.2,1.4,0.3,4.5,1.5
0,109,6.1,2.5,0,5.8,2.2,1.4,0.3,4.5,1.5
0,110,5.1,2.0,0,5.8,2.2,1.4,0.3,4.5,1.5
0,111,5.3,1.9,0,5.8,2.2,1.4,0.3,4.5,1.5
0,112,5.5,2.1,0,5.8,2.2,1.4,0.3,4.5,1.5
0,113,5.0,2.0,2,5.8,2.2,1.4,0.3,4.5,1.5
0,114,5.1,2.4,0,5.8,2.2,1.4,0.3,4.5,1.5
0,115,5.3,2.3,0,5.8,2.2,1.4,0.3,4.5,1.5
0,116,5.5,1.8,0,5.8,2.2,1.4,0.3,4.5,1.5
0,117,6.7,2.2,0,5.8,2.2,1.4,0.3,4.5,1.5
0,118,6.9,2.3,0,5.8,2.2,1.4,0.3,4.5,1.5
0,119,5.0,1.5,2,5.8,2.2,1.4,0.3,4.5,1.5
0,120,5.7,2.3,0,5.8,2.2,1.4,0.3,4.5,1.5
0,121,4.9,2.0,2,5.8,2.2,1.4,0.3,4.5,1.5
0,122,6.7,2.0,0,5.8,2.2,1.4,0.3,4.5,1.5
0,123,4.9,1.8,2,5.8,2.2,1.4,0.3,4.5,1.5
0,124,5.7,2.1,0,5.8,2.2,1.4,0.3,4.5,1.5
0,125,6.0,1.8,0,5.8,2.2,1.4,0.3,4.5,1.5
0,126,4.8,1.8,2,5.8,2.2,1.4,0.3,4.5,1.5
0,127,4.9,1.8,2,5.8,2.2,1.4,0.3,4.5,1.5
0,128,5.6,2.1,0,5.8,2.2,1.4,0.3,4.5,1.5
0,129,5.8,1.6,0,5.8,2.2,1.4,0.3,4.5,1.5
0,130,6.1,1.9,0,5.8,2.2,1.4,0.3,4.5,1.5
0,131,6.4,2.0,0,5.8,2.2,1.4,0.3,4.5,1.5
0,132,5.6,2.2,0,5.8,2.2,1.4,0.3,4.5,1.5
0,133,5.1,1.5,2,5.8,2.2,1.4,0.3,4.5,1.5
0,134,5.6,1.4,0,5.8,2.2,1.4,0.3,4.5,1.5
0,135,6.1,2.3,0,5.8,2.2,1.4,0.3,4.5,1.5
0,136,5.6,2.4,0,5.8,2.2,1.4,0.3,4.5,1.5
0,137,5.5,1.8,0,5.8,2.2,1.4,0.3,4.5,1.5
0,138,4.8,1.8,2,5.8,2.2,1.4,0.3,4.5,1.5
0,139,5.4,2.1,0,5.8,2.2,1.4,0.3,4.5,1.5
0,140,5.6,2.4,0,5.8,2.2,1.4,0.3,4.5,1.5
0,141,5.1,2.3,0,5.8,2.2,1.4,0.3,4.5,1.5
0,142,5.1,1.9,2,5.8,2.2,1.4,0.3,4.5,1.5
0,143,5.9,2.3,0,5.8,2.2,1.4,0.3,4.5,1.5
0,144,5.7,2.5,0,5.8,2.2,1.4,0.3,4.5,1.5
0,145,5.2,2.3,0,5.8,2.2,1.4,0.3,4.5,1.5
0,146,5.0,1.9,2,5.8,2.2,1.4,0.3,4.5,1.5
0,147,5.2,2.0,0,5.8,2.2,1.4,0.3,4.5,1.5
0,148,5.4,2.3,0,5.8,2.2,1.4,0.3,4.5,1.5
0,149,5.1,1.8,2,5.8,2.2,1.4,0.3,4.5,1.5
1,0,1.4,0.2,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,1,1.4,0.2,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,2,1.3,0.2,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,3,1.5,0.2,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,4,1.4,0.2,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,5,1.7,0.4,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,6,1.4,0.3,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,7,1.5,0.2,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,8,1.4,0.2,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,9,1.5,0.1,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,10,1.5,0.2,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,11,1.6,0.2,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,12,1.4,0.1,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,13,1.1,0.1,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,14,1.2,0.2,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,15,1.5,0.4,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,16,1.3,0.4,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,17,1.4,0.3,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,18,1.7,0.3,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,19,1.5,0.3,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,20,1.7,0.2,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,21,1.5,0.4,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,22,1.0,0.2,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,23,1.7,0.5,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,24,1.9,0.2,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,25,1.6,0.2,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,26,1.6,0.4,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,27,1.5,0.2,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,28,1.4,0.2,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,29,1.6,0.2,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,30,1.6,0.2,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,31,1.5,0.4,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,32,1.5,0.1,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,33,1.4,0.2,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,34,1.5,0.2,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,35,1.2,0.2,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,36,1.3,0.2,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,37,1.4,0.1,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,38,1.3,0.2,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,39,1.5,0.2,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,40,1.3,0.3,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,41,1.3,0.3,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,42,1.3,0.2,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,43,1.6,0.6,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,44,1.9,0.4,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,45,1.4,0.3,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,46,1.6,0.2,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,47,1.4,0.2,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,48,1.5,0.2,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,49,1.4,0.2,1,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,50,4.7,1.4,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,51,4.5,1.5,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,52,4.9,1.5,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,53,4.0,1.3,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,54,4.6,1.5,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,55,4.5,1.3,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,56,4.7,1.6,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,57,3.3,1.0,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,58,4.6,1.3,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,59,3.9,1.4,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,60,3.5,1.0,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,61,4.2,1.5,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,62,4.0,1.0,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,63,4.7,1.4,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,64,3.6,1.3,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,65,4.4,1.4,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,66,4.5,1.5,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,67,4.1,1.0,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,68,4.5,1.5,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,69,3.9,1.1,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,70,4.8,1.8,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,71,4.0,1.3,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,72,4.9,1.5,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,73,4.7,1.2,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,74,4.3,1.3,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,75,4.4,1.4,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,76,4.8,1.4,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,77,5.0,1.7,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,78,4.5,1.5,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,79,3.5,1.0,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,80,3.8,1.1,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,81,3.7,1.0,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,82,3.9,1.2,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,83,5.1,1.6,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,84,4.5,1.5,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,85,4.5,1.6,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,86,4.7,1.5,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,87,4.4,1.3,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,88,4.1,1.3,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,89,4.0,1.3,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,90,4.4,1.2,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,91,4.6,1.4,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,92,4.0,1.2,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,93,3.3,1.0,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,94,4.2,1.3,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,95,4.2,1.2,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,96,4.2,1.3,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,97,4.3,1.3,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,98,3.0,1.1,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,99,4.1,1.3,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,100,6.0,2.5,0,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,101,5.1,1.9,0,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,102,5.9,2.1,0,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,103,5.6,1.8,0,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,104,5.8,2.2,0,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,105,6.6,2.1,0,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,106,4.5,1.7,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,107,6.3,1.8,0,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,108,5.8,1.8,0,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,109,6.1,2.5,0,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,110,5.1,2.0,0,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,111,5.3,1.9,0,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,112,5.5,2.1,0,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,113,5.0,2.0,0,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,114,5.1,2.4,0,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,115,5.3,2.3,0,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,116,5.5,1.8,0,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,117,6.7,2.2,0,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,118,6.9,2.3,0,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,119,5.0,1.5,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,120,5.7,2.3,0,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
1,121,4.9,2.0,2,5.767567567567566,2.105405405405405,1.4620000000000002,0.2459999999999999,4.4,1.4238095238095239
